Variables,R-squared,Adj. R-squared,P-value,AIC,BIC,Coefficients
"PCESV, RSAFS, NASDAQCOM, REVOLSL",0.7296908605244745,0.7272279070896178,3.1674278907371746e-123,4465.621910662345,4486.101033474506,"const: 29.9319, PCESV: 0.0001, RSAFS: -0.0000, NASDAQCOM: 0.0097, REVOLSL: 0.1034"
"PCESV, RSAFS, NASDAQCOM, SP500",0.71630778095449,0.7137228860201346,1.2568899787257802e-118,4487.0776111242085,4507.55673393637,"const: 41.5635, PCESV: 0.0069, RSAFS: 0.0001, NASDAQCOM: 0.0029, SP500: 0.0103"
"PCESV, RSAFS, NASDAQCOM, DJIA",0.7149187063117839,0.7123211546608662,3.6650861404368982e-118,4489.246313969026,4509.725436781187,"const: 41.7152, PCESV: 0.0065, RSAFS: 0.0001, NASDAQCOM: 0.0036, DJIA: 0.0011"
"PCESV, RSAFS, REVOLSL, SP500",0.7473566868022572,0.7450546976159451,1.1696763365803791e-129,4435.613016117777,4456.092138929938,"const: 30.3389, PCESV: 0.0011, RSAFS: -0.0001, REVOLSL: 0.1408, SP500: 0.0247"
"PCESV, RSAFS, REVOLSL, DJIA",0.7405096099451516,0.7381452328148113,4.104399634765562e-127,4447.486022182832,4467.965144994993,"const: 30.6830, PCESV: 0.0010, RSAFS: -0.0000, REVOLSL: 0.1313, DJIA: 0.0028"
"PCESV, RSAFS, SP500, DJIA",0.7198912023732851,0.7173389582035656,7.756443323237214e-120,4481.433561228703,4501.912684040864,"const: 37.5588, PCESV: 0.0100, RSAFS: 0.0001, SP500: 0.0781, DJIA: -0.0077"
"PCESV, PPIACO, NASDAQCOM, REVOLSL",0.7385742559019395,0.736192244566194,2.091523757928207e-126,4450.785214097283,4471.264336909444,"const: 0.4721, PCESV: -0.0026, PPIACO: 0.3718, NASDAQCOM: 0.0089, REVOLSL: 0.0822"
"PCESV, PPIACO, NASDAQCOM, SP500",0.723684881037544,0.7211672034160183,3.9086774258799216e-121,4475.379114692835,4495.858237504996,"const: -1.2183, PCESV: 0.0052, PPIACO: 0.5263, NASDAQCOM: 0.0036, SP500: 0.0098"
"PCESV, PPIACO, NASDAQCOM, DJIA",0.7228908736980143,0.7203659613854677,7.329809204067793e-121,4476.6531445303735,4497.132267342535,"const: -2.3970, PCESV: 0.0047, PPIACO: 0.5441, NASDAQCOM: 0.0042, DJIA: 0.0011"
"PCESV, PPIACO, REVOLSL, SP500",0.7491894669523202,0.7469041773573528,2.3716789734283945e-130,4432.380314699305,4452.859437511466,"const: 9.9254, PCESV: -0.0009, PPIACO: 0.2661, REVOLSL: 0.0989, SP500: 0.0205"
"PCESV, PPIACO, REVOLSL, DJIA",0.7454016302213624,0.7430818273076618,6.335478197114834e-129,4439.035642646781,4459.514765458942,"const: 6.4807, PCESV: -0.0012, PPIACO: 0.3099, REVOLSL: 0.0968, DJIA: 0.0024"
"PCESV, PPIACO, SP500, DJIA",0.7237140284256497,0.72119661638397,3.8193630913191965e-121,4475.332276419975,4495.811399232136,"const: 2.6365, PCESV: 0.0087, PPIACO: 0.4323, SP500: 0.0672, DJIA: -0.0063"
"PCESV, NASDAQCOM, REVOLSL, SP500",0.7482142741180531,0.7459200989391743,5.551681793470708e-130,4434.10331264882,4454.582435460981,"const: 33.3527, PCESV: -0.0007, NASDAQCOM: 0.0034, REVOLSL: 0.1131, SP500: 0.0165"
"PCESV, NASDAQCOM, REVOLSL, DJIA",0.7456254469957684,0.7433076834148642,5.224802182224949e-129,4438.645151719686,4459.124274531847,"const: 33.8923, PCESV: -0.0012, NASDAQCOM: 0.0044, REVOLSL: 0.1132, DJIA: 0.0018"
"PCESV, NASDAQCOM, SP500, DJIA",0.7121225840856453,0.7094995552390453,3.1104704694047353e-117,4493.5799181305465,4514.059040942708,"const: 39.1363, PCESV: 0.0141, NASDAQCOM: 0.0008, SP500: 0.0941, DJIA: -0.0096"
"PCESV, REVOLSL, SP500, DJIA",0.7519317423839259,0.7496714393532555,2.1311493646659483e-131,4427.499038614329,4447.97816142649,"const: 29.0546, PCESV: 0.0023, REVOLSL: 0.1080, SP500: 0.0874, DJIA: -0.0081"
"RSAFS, PPIACO, NASDAQCOM, REVOLSL",0.7404811284978915,0.7381164918555032,4.204317889354284e-127,4447.5347525756515,4468.013875387813,"const: -7.8688, RSAFS: -0.0001, PPIACO: 0.4327, NASDAQCOM: 0.0091, REVOLSL: 0.0934"
"RSAFS, PPIACO, NASDAQCOM, SP500",0.7213803787866595,0.7188417034225288,2.4121291845244843e-120,4479.066773104405,4499.545895916566,"const: 2.3514, RSAFS: 0.0001, PPIACO: 0.5383, NASDAQCOM: 0.0048, SP500: 0.0081"
"RSAFS, PPIACO, NASDAQCOM, DJIA",0.7214471557766602,0.7189090888589076,2.288708699547893e-120,4478.960346511056,4499.439469323217,"const: 2.1317, RSAFS: 0.0001, PPIACO: 0.5401, NASDAQCOM: 0.0049, DJIA: 0.0009"
"RSAFS, PPIACO, REVOLSL, SP500",0.7565929944171745,0.7543751629312263,3.3343697780292525e-133,4419.0768122498885,4439.55593506205,"const: -4.5169, RSAFS: -0.0001, PPIACO: 0.4059, REVOLSL: 0.1354, SP500: 0.0239"
"RSAFS, PPIACO, REVOLSL, DJIA",0.7509356704509976,0.7486662915940592,5.12915295216817e-131,4429.278268306605,4449.7573911187665,"const: -6.1967, RSAFS: -0.0001, PPIACO: 0.4291, REVOLSL: 0.1257, DJIA: 0.0027"
"RSAFS, PPIACO, SP500, DJIA",0.7137726005252977,0.7111646059970544,8.828095440363594e-118,4491.027738470124,4511.506861282285,"const: 0.1290, RSAFS: 0.0001, PPIACO: 0.5655, SP500: 0.0250, DJIA: -0.0011"
"RSAFS, NASDAQCOM, REVOLSL, SP500",0.7513676791407987,0.7491022365817172,3.5059202534466126e-131,4428.507469844176,4448.986592656337,"const: 31.7521, RSAFS: -0.0001, NASDAQCOM: 0.0036, REVOLSL: 0.1410, SP500: 0.0189"
"RSAFS, NASDAQCOM, REVOLSL, DJIA",0.7476490679644888,0.7453497428434364,9.075051426487692e-130,4435.098882534032,4455.578005346193,"const: 32.1633, RSAFS: -0.0001, NASDAQCOM: 0.0045, REVOLSL: 0.1324, DJIA: 0.0020"
"RSAFS, NASDAQCOM, SP500, DJIA",0.7042240182796147,0.7015290207240759,1.1703167319968625e-114,4505.597932060144,4526.077054872305,"const: 51.6817, RSAFS: 0.0002, NASDAQCOM: 0.0054, SP500: 0.0058, DJIA: 0.0003"
"RSAFS, REVOLSL, SP500, DJIA",0.756326190270022,0.7541059277667876,4.23930969637059e-133,4419.563224563653,4440.042347375815,"const: 28.5628, RSAFS: -0.0001, REVOLSL: 0.1675, SP500: 0.1030, DJIA: -0.0092"
"PPIACO, NASDAQCOM, REVOLSL, SP500",0.75179677018109,0.7495352373353596,2.4009846930971856e-131,4427.7405502105175,4448.219673022679,"const: 13.2643, PPIACO: 0.2292, NASDAQCOM: 0.0029, REVOLSL: 0.0879, SP500: 0.0148"
"PPIACO, NASDAQCOM, REVOLSL, DJIA",0.7497939227455035,0.7475141407204056,1.3976107464825791e-130,4431.30897895168,4451.788101763841,"const: 11.7164, PPIACO: 0.2497, NASDAQCOM: 0.0036, REVOLSL: 0.0837, DJIA: 0.0016"
"PPIACO, NASDAQCOM, SP500, DJIA",0.7176103683458255,0.7150373420892955,4.585340777932101e-119,4485.0342676684795,4505.513390480641,"const: -11.3290, PPIACO: 0.7376, NASDAQCOM: 0.0059, SP500: -0.0050, DJIA: 0.0015"
"PPIACO, REVOLSL, SP500, DJIA",0.7534207167916894,0.75117398072601,5.695880362299126e-132,4424.825997390904,4445.305120203066,"const: 14.4172, PPIACO: 0.1920, REVOLSL: 0.1035, SP500: 0.0726, DJIA: -0.0063"
"NASDAQCOM, REVOLSL, SP500, DJIA",0.7522296657355144,0.749972077268412,1.6376841307188672e-131,4426.965486018022,4447.444608830183,"const: 31.2850, NASDAQCOM: 0.0021, REVOLSL: 0.1156, SP500: 0.0703, DJIA: -0.0063"
"PI, TTLCONS, CPIAUCSL, PCESV, RSAFS",0.7463892845579135,0.7434941850665655,5.174817475753222e-128,4439.309899875745,4463.884847250339,"const: 37.3566, PI: 0.0115, TTLCONS: 0.0001, CPIAUCSL: -0.3159, PCESV: 0.0062, RSAFS: -0.0003"
"PI, TTLCONS, CPIAUCSL, PCESV, PPIACO",0.7493708725664382,0.7465098094678815,3.905529105139598e-129,4434.059063300464,4458.634010675058,"const: 105.4730, PI: 0.0101, TTLCONS: 0.0001, CPIAUCSL: -1.8410, PCESV: 0.0058, PPIACO: 1.0858"
"PI, TTLCONS, CPIAUCSL, PCESV, NASDAQCOM",0.7354234995522474,0.7324032198667707,5.374470883688893e-124,4458.104402619687,4482.6793499942805,"const: 54.7395, PI: 0.0055, TTLCONS: 0.0000, CPIAUCSL: -0.3027, PCESV: 0.0039, NASDAQCOM: 0.0039"
"PI, TTLCONS, CPIAUCSL, PCESV, REVOLSL",0.730809842853704,0.7277368958543171,2.3468933106856383e-122,4465.7800959658925,4490.355043340486,"const: 89.8418, PI: 0.0121, TTLCONS: 0.0000, CPIAUCSL: -0.8682, PCESV: 0.0043, REVOLSL: 0.0240"
"PI, TTLCONS, CPIAUCSL, PCESV, SP500",0.7384410661160636,0.7354552335374799,4.3852308170245054e-125,4453.011363232036,4477.58631060663,"const: 39.6236, PI: 0.0011, TTLCONS: 0.0001, CPIAUCSL: -0.0417, PCESV: 0.0061, SP500: 0.0123"
"PI, TTLCONS, CPIAUCSL, PCESV, DJIA",0.7366281220352662,0.7336215937479975,1.983199441044071e-124,4456.078245015982,4480.653192390576,"const: 45.6064, PI: 0.0024, TTLCONS: 0.0001, CPIAUCSL: -0.1343, PCESV: 0.0057, DJIA: 0.0013"
"PI, TTLCONS, CPIAUCSL, RSAFS, PPIACO",0.7583952504605376,0.7556372053744707,1.2930661842275592e-132,4417.777076283184,4442.352023657778,"const: 50.4416, PI: 0.0129, TTLCONS: 0.0001, CPIAUCSL: -1.3069, RSAFS: -0.0003, PPIACO: 1.0998"
"PI, TTLCONS, CPIAUCSL, RSAFS, NASDAQCOM",0.7485095614231964,0.7456386660056529,8.26477913851836e-129,4435.582296205813,4460.157243580406,"const: -4.7899, PI: 0.0060, TTLCONS: 0.0001, CPIAUCSL: 0.3292, RSAFS: -0.0003, NASDAQCOM: 0.0051"
"PI, TTLCONS, CPIAUCSL, RSAFS, REVOLSL",0.741765258848065,0.7388173736750977,2.681511411606048e-126,4447.332334164181,4471.907281538774,"const: 46.5035, PI: 0.0149, TTLCONS: 0.0001, CPIAUCSL: -0.4799, RSAFS: -0.0003, REVOLSL: 0.0405"
"PI, TTLCONS, CPIAUCSL, RSAFS, SP500",0.7462331338005825,0.7433362517663427,5.919732240591767e-128,4439.583191171823,4464.158138546417,"const: -13.4451, PI: 0.0045, TTLCONS: 0.0001, CPIAUCSL: 0.4720, RSAFS: -0.0003, SP500: 0.0117"
"PI, TTLCONS, CPIAUCSL, RSAFS, DJIA",0.745031153195166,0.7421205499211383,1.6622288132004414e-127,4441.681256505995,4466.256203880589,"const: -8.1011, PI: 0.0053, TTLCONS: 0.0001, CPIAUCSL: 0.3958, RSAFS: -0.0003, DJIA: 0.0013"
"PI, TTLCONS, CPIAUCSL, PPIACO, NASDAQCOM",0.7487333231079825,0.7458649820475713,6.803984066575823e-129,4435.187074769663,4459.762022144257,"const: 67.9112, PI: 0.0061, TTLCONS: 0.0001, CPIAUCSL: -1.2143, PPIACO: 0.9981, NASDAQCOM: 0.0041"
"PI, TTLCONS, CPIAUCSL, PPIACO, REVOLSL",0.7499204383329183,0.7470656488161709,2.417533584087415e-129,4433.084415551736,4457.65936292633,"const: 121.8101, PI: 0.0142, TTLCONS: 0.0001, CPIAUCSL: -2.1971, PPIACO: 1.1725, REVOLSL: 0.0616"
"PI, TTLCONS, CPIAUCSL, PPIACO, SP500",0.748695723472977,0.7458269531929882,7.030109259713883e-129,4435.25351011719,4459.828457491783,"const: 57.1005, PI: 0.0039, TTLCONS: 0.0001, CPIAUCSL: -1.0719, PPIACO: 1.0448, SP500: 0.0106"
"PI, TTLCONS, CPIAUCSL, PPIACO, DJIA",0.7495712387819884,0.7467124629689974,3.279338148734837e-129,4433.70396419331,4458.278911567903,"const: 57.2828, PI: 0.0035, TTLCONS: 0.0001, CPIAUCSL: -1.1009, PPIACO: 1.0961, DJIA: 0.0013"
"PI, TTLCONS, CPIAUCSL, NASDAQCOM, REVOLSL",0.7394679336707881,0.7364938233245643,1.8567700658377264e-125,4451.264810305342,4475.839757679935,"const: 61.2000, PI: 0.0065, TTLCONS: 0.0000, CPIAUCSL: -0.4248, NASDAQCOM: 0.0056, REVOLSL: 0.0596"
"PI, TTLCONS, CPIAUCSL, NASDAQCOM, SP500",0.7346492391241891,0.7316201208493511,1.0176067449656493e-123,4459.401833039925,4483.9767804145185,"const: 25.5305, PI: 0.0020, TTLCONS: 0.0000, CPIAUCSL: 0.1415, NASDAQCOM: 0.0036, SP500: 0.0070"
"PI, TTLCONS, CPIAUCSL, NASDAQCOM, DJIA",0.7344152593650356,0.7313834700883808,1.2336810135095323e-123,4459.793168784074,4484.368116158667,"const: 27.0686, PI: 0.0022, TTLCONS: 0.0000, CPIAUCSL: 0.1213, NASDAQCOM: 0.0038, DJIA: 0.0008"
"PI, TTLCONS, CPIAUCSL, REVOLSL, SP500",0.7462615711600336,0.7433650137531846,5.776542411356217e-128,4439.53343331616,4464.108380690754,"const: 38.6394, PI: 0.0001, TTLCONS: 0.0000, CPIAUCSL: -0.0515, REVOLSL: 0.1015, SP500: 0.0210"
"PI, TTLCONS, CPIAUCSL, REVOLSL, DJIA",0.7424175152629238,0.7394770759394411,1.5431641449610825e-126,4446.209448040883,4470.784395415477,"const: 46.4851, PI: 0.0021, TTLCONS: 0.0000, CPIAUCSL: -0.1690, REVOLSL: 0.0883, DJIA: 0.0022"
"PI, TTLCONS, CPIAUCSL, SP500, DJIA",0.7313327021427714,0.7282657238567299,1.534757046184557e-122,4464.916857591807,4489.4918049664,"const: 31.4488, PI: 0.0042, TTLCONS: 0.0000, CPIAUCSL: 0.0280, SP500: 0.0312, DJIA: -0.0024"
"PI, TTLCONS, PCESV, RSAFS, PPIACO",0.7510101704495592,0.7481678207971569,9.310203681873133e-130,4431.145439380258,4455.7203867548515,"const: -24.8877, PI: 0.0066, TTLCONS: 0.0001, PCESV: 0.0054, RSAFS: -0.0004, PPIACO: 0.4414"
"PI, TTLCONS, PCESV, RSAFS, NASDAQCOM",0.7522993107294024,0.7494716772902403,2.994730004962226e-130,4428.840665893247,4453.415613267841,"const: 20.3294, PI: 0.0071, TTLCONS: 0.0001, PCESV: 0.0049, RSAFS: -0.0003, NASDAQCOM: 0.0037"
"PI, TTLCONS, PCESV, RSAFS, REVOLSL",0.7449087940040252,0.741996793935578,1.8459371220063091e-127,4441.894280370972,4466.469227745566,"const: 8.2351, PI: 0.0095, TTLCONS: 0.0001, PCESV: 0.0060, RSAFS: -0.0003, REVOLSL: -0.0029"
"PI, TTLCONS, PCESV, RSAFS, SP500",0.7544957515960832,0.7516931916827965,4.276701407687247e-131,4424.886016953208,4449.460964327802,"const: 25.3126, PI: 0.0054, TTLCONS: 0.0001, PCESV: 0.0069, RSAFS: -0.0003, SP500: 0.0095"
"PI, TTLCONS, PCESV, RSAFS, DJIA",0.752871033258677,0.7500499263324062,1.807463586886787e-130,4427.814676796315,4452.389624170909,"const: 23.9187, PI: 0.0058, TTLCONS: 0.0001, PCESV: 0.0066, RSAFS: -0.0003, DJIA: 0.0010"
"PI, TTLCONS, PCESV, PPIACO, NASDAQCOM",0.7401711327732744,0.7372050498140652,1.0287617746803534e-125,4450.064794810601,4474.639742185194,"const: 3.2119, PI: -0.0016, TTLCONS: 0.0001, PCESV: 0.0023, PPIACO: 0.4399, NASDAQCOM: 0.0063"
"PI, TTLCONS, PCESV, PPIACO, REVOLSL",0.7214716677452496,0.7182921205733918,4.032761003292342e-119,4480.921273878483,4505.496221253076,"const: 5.9105, PI: 0.0036, TTLCONS: 0.0001, PCESV: 0.0051, PPIACO: 0.1698, REVOLSL: -0.0212"
"PI, TTLCONS, PCESV, PPIACO, SP500",0.7498069826747984,0.7469508980021362,2.6694041119654448e-129,4433.285803016028,4457.860750390621,"const: -0.5551, PI: -0.0069, TTLCONS: 0.0001, PCESV: 0.0060, PPIACO: 0.6605, SP500: 0.0185"
"PI, TTLCONS, PCESV, PPIACO, DJIA",0.7484668746420934,0.7455954919325283,8.577022600663389e-129,4435.657652241649,4460.232599616243,"const: -2.7404, PI: -0.0070, TTLCONS: 0.0001, PCESV: 0.0054, PPIACO: 0.6939, DJIA: 0.0022"
"PI, TTLCONS, PCESV, NASDAQCOM, REVOLSL",0.7375350809526175,0.7345389060776475,9.334071962816415e-125,4454.546628510959,4479.121575885552,"const: 27.5917, PI: 0.0025, TTLCONS: 0.0000, PCESV: 0.0002, NASDAQCOM: 0.0066, REVOLSL: 0.0470"
"PI, TTLCONS, PCESV, NASDAQCOM, SP500",0.739498368623008,0.7365246057077455,1.809978697527626e-125,4451.212939883677,4475.7878872582705,"const: 37.2396, PI: 0.0008, TTLCONS: 0.0001, PCESV: 0.0052, NASDAQCOM: 0.0019, SP500: 0.0095"
"PI, TTLCONS, PCESV, NASDAQCOM, DJIA",0.7384932285605471,0.7355079914436584,4.198252014483177e-125,4452.922807912153,4477.497755286747,"const: 36.7537, PI: 0.0011, TTLCONS: 0.0001, PCESV: 0.0047, NASDAQCOM: 0.0025, DJIA: 0.0010"
"PI, TTLCONS, PCESV, REVOLSL, SP500",0.7471388887543149,0.7442523463884966,2.7102415114078573e-128,4437.995613517896,4462.57056089249,"const: 35.5296, PI: -0.0012, TTLCONS: 0.0000, PCESV: 0.0024, REVOLSL: 0.0873, SP500: 0.0206"
"PI, TTLCONS, PCESV, REVOLSL, DJIA",0.7429752797277911,0.740041207578565,9.610025034055091e-127,4445.24697601575,4469.821923390344,"const: 34.3129, PI: -0.0004, TTLCONS: 0.0000, PCESV: 0.0023, REVOLSL: 0.0736, DJIA: 0.0022"
"PI, TTLCONS, PCESV, SP500, DJIA",0.7417104118872238,0.7387619006073975,2.808861497474747e-126,4447.426626143571,4472.001573518165,"const: 35.3636, PI: 0.0004, TTLCONS: 0.0000, PCESV: 0.0074, SP500: 0.0593, DJIA: -0.0056"
"PI, TTLCONS, RSAFS, PPIACO, NASDAQCOM",0.7622756840663789,0.7595619361675933,3.7579239857107687e-134,4410.588068625145,4435.1630159997385,"const: -24.9032, PI: 0.0024, TTLCONS: 0.0001, RSAFS: -0.0003, PPIACO: 0.7263, NASDAQCOM: 0.0059"
"PI, TTLCONS, RSAFS, PPIACO, REVOLSL",0.7450296205362525,0.7421189997661184,1.6644133746616246e-127,4441.683925453677,4466.258872828271,"const: -26.2458, PI: 0.0089, TTLCONS: 0.0001, RSAFS: -0.0004, PPIACO: 0.4469, REVOLSL: 0.0112"
"PI, TTLCONS, RSAFS, PPIACO, SP500",0.7634035737033648,0.7607027012570562,1.3291597186341357e-134,4408.4764850568135,4433.051432431407,"const: -28.1386, PI: 0.0003, TTLCONS: 0.0001, RSAFS: -0.0003, PPIACO: 0.8744, SP500: 0.0147"
"PI, TTLCONS, RSAFS, PPIACO, DJIA",0.7636482356857579,0.7609501561844538,1.0601833653689842e-134,4408.017111569276,4432.592058943869,"const: -30.0187, PI: -0.0003, TTLCONS: 0.0001, RSAFS: -0.0003, PPIACO: 0.9151, DJIA: 0.0018"
"PI, TTLCONS, RSAFS, NASDAQCOM, REVOLSL",0.7546072606650149,0.7518059736863051,3.87253382470362e-131,4424.684304460796,4449.2592518353895,"const: 17.7483, PI: 0.0072, TTLCONS: 0.0001, RSAFS: -0.0003, NASDAQCOM: 0.0057, REVOLSL: 0.0568"
"PI, TTLCONS, RSAFS, NASDAQCOM, SP500",0.7479380701049174,0.7450606508138777,1.3571325510210262e-128,4436.590105006432,4461.165052381026,"const: 25.6645, PI: 0.0084, TTLCONS: 0.0001, RSAFS: -0.0003, NASDAQCOM: 0.0033, SP500: 0.0030"
"PI, TTLCONS, RSAFS, NASDAQCOM, DJIA",0.7478153211697491,0.7449365006351573,1.5094598280854596e-128,4436.806271173336,4461.38121854793,"const: 25.4556, PI: 0.0084, TTLCONS: 0.0001, RSAFS: -0.0003, NASDAQCOM: 0.0034, DJIA: 0.0003"
"PI, TTLCONS, RSAFS, REVOLSL, SP500",0.7593747278886631,0.7566278640517757,5.322188510322682e-133,4415.973420116572,4440.548367491166,"const: 24.4147, PI: 0.0044, TTLCONS: 0.0001, RSAFS: -0.0003, REVOLSL: 0.0991, SP500: 0.0181"
"PI, TTLCONS, RSAFS, REVOLSL, DJIA",0.755862750789432,0.753075795889768,1.2624486375819677e-131,4422.406859358385,4446.981806732979,"const: 22.9985, PI: 0.0052, TTLCONS: 0.0001, RSAFS: -0.0003, REVOLSL: 0.0859, DJIA: 0.0019"
"PI, TTLCONS, RSAFS, SP500, DJIA",0.7454281319487104,0.7425220603956135,1.1825953335488236e-127,4440.989423264425,4465.564370639018,"const: 22.7605, PI: 0.0094, TTLCONS: 0.0001, RSAFS: -0.0003, SP500: 0.0315, DJIA: -0.0029"
"PI, TTLCONS, PPIACO, NASDAQCOM, REVOLSL",0.7428516380950997,0.7399161545117104,1.0674772400756522e-126,4445.460510671204,4470.035458045798,"const: 1.8264, PI: -0.0018, TTLCONS: 0.0000, PPIACO: 0.4212, NASDAQCOM: 0.0076, REVOLSL: 0.0414"
"PI, TTLCONS, PPIACO, NASDAQCOM, SP500",0.7465379189923077,0.7436445162410783,4.5526672917447803e-128,4439.049607108225,4463.624554482819,"const: -1.7809, PI: -0.0043, TTLCONS: 0.0001, PPIACO: 0.6803, NASDAQCOM: 0.0037, SP500: 0.0116"
"PI, TTLCONS, PPIACO, NASDAQCOM, DJIA",0.7472122928262463,0.7443265884064547,2.54365136504325e-128,4437.866704255264,4462.441651629858,"const: -3.2194, PI: -0.0049, TTLCONS: 0.0001, PPIACO: 0.7200, NASDAQCOM: 0.0038, DJIA: 0.0015"
"PI, TTLCONS, PPIACO, REVOLSL, SP500",0.7609090714003026,0.7581797229003061,1.3151789297844102e-133,4413.133195662054,4437.708143036648,"const: -7.4317, PI: -0.0096, TTLCONS: 0.0000, PPIACO: 0.7539, REVOLSL: 0.1115, SP500: 0.0291"
"PI, TTLCONS, PPIACO, REVOLSL, DJIA",0.7575976831764374,0.7548305334410086,2.6570141340340345e-132,4419.240361508855,4443.815308883449,"const: -9.7701, PI: -0.0095, TTLCONS: 0.0000, PPIACO: 0.7910, REVOLSL: 0.0973, DJIA: 0.0033"
"PI, TTLCONS, PPIACO, SP500, DJIA",0.7423405720707341,0.7393992544003087,1.6472195965942203e-126,4446.342056731079,4470.917004105672,"const: -4.0582, PI: -0.0038, TTLCONS: 0.0001, PPIACO: 0.6895, SP500: 0.0084, DJIA: 0.0011"
"PI, TTLCONS, NASDAQCOM, REVOLSL, SP500",0.7495019415441313,0.7466423746667812,3.483703120916923e-129,4433.826808379712,4458.401755754306,"const: 36.5117, PI: -0.0009, TTLCONS: 0.0000, NASDAQCOM: 0.0032, REVOLSL: 0.0995, SP500: 0.0165"
"PI, TTLCONS, NASDAQCOM, REVOLSL, DJIA",0.7472474147552637,0.7443621112707348,2.4675877105346835e-128,4437.805011303219,4462.379958677812,"const: 36.1151, PI: -0.0005, TTLCONS: 0.0000, NASDAQCOM: 0.0038, REVOLSL: 0.0889, DJIA: 0.0017"
"PI, TTLCONS, NASDAQCOM, SP500, DJIA",0.7345769698274682,0.7315470265606585,1.0799818729081264e-123,4459.522741677403,4484.097689051997,"const: 35.8347, PI: 0.0037, TTLCONS: 0.0000, NASDAQCOM: 0.0033, SP500: 0.0140, DJIA: -0.0010"
"PI, TTLCONS, REVOLSL, SP500, DJIA",0.7512687473361936,0.7484293494747347,7.41921832655117e-130,4430.684104097918,4455.259051472512,"const: 32.8715, PI: -0.0007, TTLCONS: 0.0000, REVOLSL: 0.1214, SP500: 0.0808, DJIA: -0.0070"
"PI, CPIAUCSL, PCESV, RSAFS, PPIACO",0.71582920581211,0.7125852469743487,3.221244177503856e-117,4489.825986730901,4514.400934105494,"const: 71.7273, PI: 0.0129, CPIAUCSL: -1.0638, PCESV: 0.0049, RSAFS: 0.0001, PPIACO: 0.4879"
"PI, CPIAUCSL, PCESV, RSAFS, NASDAQCOM",0.7198224932263528,0.7166241198613569,1.4642406269213283e-118,4483.542458630446,4508.11740600504,"const: 23.4699, PI: 0.0064, CPIAUCSL: 0.0124, PCESV: 0.0031, RSAFS: 0.0000, NASDAQCOM: 0.0049"
"PI, CPIAUCSL, PCESV, RSAFS, REVOLSL",0.7226738822623102,0.7195080590004644,1.5677088685482523e-119,4479.000684494355,4503.575631868948,"const: 80.0511, PI: 0.0163, CPIAUCSL: -0.9082, PCESV: 0.0017, RSAFS: -0.0000, REVOLSL: 0.0741"
"PI, CPIAUCSL, PCESV, RSAFS, SP500",0.7190612296431309,0.7158541660545822,2.6484970062646315e-118,4484.747204427722,4509.322151802316,"const: 17.9367, PI: 0.0038, CPIAUCSL: 0.1248, PCESV: 0.0055, RSAFS: 0.0000, SP500: 0.0117"
"PI, CPIAUCSL, PCESV, RSAFS, DJIA",0.7168660594749778,0.7136339368662448,1.4497609046730488e-117,4488.20300172567,4512.777949100264,"const: 25.8684, PI: 0.0054, CPIAUCSL: 0.0039, PCESV: 0.0051, RSAFS: 0.0000, DJIA: 0.0012"
"PI, CPIAUCSL, PCESV, PPIACO, NASDAQCOM",0.7228309379988973,0.7196669076107569,1.385248580203408e-119,4478.749166531865,4503.3241139064585,"const: 24.9433, PI: 0.0068, CPIAUCSL: -0.3165, PCESV: 0.0031, PPIACO: 0.3774, NASDAQCOM: 0.0048"
"PI, CPIAUCSL, PCESV, PPIACO, REVOLSL",0.7336784571585266,0.7306382568977792,2.259692398449354e-123,4461.023236557637,4485.59818393223,"const: 107.9166, PI: 0.0171, CPIAUCSL: -1.8799, PCESV: 0.0007, PPIACO: 0.8046, REVOLSL: 0.0971"
"PI, CPIAUCSL, PCESV, PPIACO, SP500",0.721842243071149,0.7186669262112306,3.0151463384181093e-119,4480.330149105654,4504.905096480247,"const: 15.4160, PI: 0.0045, CPIAUCSL: -0.1706, PCESV: 0.0055, PPIACO: 0.3770, SP500: 0.0114"
"PI, CPIAUCSL, PCESV, PPIACO, DJIA",0.7201067341371574,0.7169116055314172,1.1730841456586707e-118,4483.091790674187,4507.666738048781,"const: 21.4119, PI: 0.0059, CPIAUCSL: -0.2913, PCESV: 0.0051, PPIACO: 0.4089, DJIA: 0.0012"
"PI, CPIAUCSL, PCESV, NASDAQCOM, REVOLSL",0.7365379318197456,0.7335303739638066,2.137231637610247e-124,4456.230264286476,4480.80521166107,"const: 55.1918, PI: 0.0072, CPIAUCSL: -0.3976, PCESV: -0.0012, NASDAQCOM: 0.0065, REVOLSL: 0.0856"
"PI, CPIAUCSL, PCESV, NASDAQCOM, SP500",0.7221803368652875,0.719008879523567,2.311728291024321e-119,4479.790149970135,4504.365097344728,"const: 4.7649, PI: 0.0026, CPIAUCSL: 0.3031, PCESV: 0.0040, NASDAQCOM: 0.0035, SP500: 0.0074"
"PI, CPIAUCSL, PCESV, NASDAQCOM, DJIA",0.721294535765069,0.7181129665386428,4.6335138981868387e-119,4481.203548939129,4505.778496313723,"const: 8.2397, PI: 0.0034, CPIAUCSL: 0.2485, PCESV: 0.0035, NASDAQCOM: 0.0040, DJIA: 0.0007"
